context,dim_type,dim_key,dim_weight
BCSE,code,451201000124106,1
BCSE,code,726430006,1
BCSE,code,741010006,1
BCSE,code,836435007,1
BCSE,code,726434002,1
BCSE,code,741019007,1
BCSE,code,0HTT0ZZ,1
CCS,code,V88.01,1
CCS,code,723171001,1
CCS,code,V88.03,1
CCS,code,752.43,1
CCS,code,37687000,1
CCS,code,429290001,1
CCS,code,428078001,1
CCS,code,429763009,1
CCS,code,10738891000119107,1
CCS,code,473171009,1
CCS,code,618.5,1
CCS,code,248911005,1
CCS,code,Q51.5,1
CCS,code,Z90.710,1
CCS,code,Z90.712,1
CCS,code,439888000,1
CCS,code,441667007,1
CCS,code,309081009,1
CCS,code,441094005,1
CCS,code,441219009,1
CCS,code,441087007,1
CCS,code,441088002,1
CCS,code,268543007,1
CCS,code,168407000,1
CCS,code,439776006,1
CCS,code,168408005,1
CCS,code,700400001,1
CCS,code,700399008,1
CCS,code,168410007,1
CCS,code,168414003,1
CCS,code,168424006,1
CCS,code,269959007,1
CCS,code,310841002,1
CCS,code,269961003,1
CCS,code,310842009,1
CCS,code,269958004,1
CCS,code,168415002,1
CCS,code,269960002,1
CCS,code,168416001,1
CCS,code,269963000,1
CCS,code,269957009,1
CCS,code,416032004,1
CCS,code,416033009,1
CCS,code,416030007,1
CCS,code,98791000119102,1
CCS,code,250538001,1
CCS,code,439074000,1
CCS,code,62061000119107,1
CCS,code,62051000119105,1
CCS,code,1155766001,1
CCS,code,168406009,1
CCS,code,281101005,1
CCS,code,275805003,1
CCS,code,718591004,1
CCS,code,33717-0,1
CCS,code,416107004,1
CCS,code,47528-5,1
CCS,code,47527-7,1
CCS,code,19774-9,1
CCS,code,88147,1
CCS,code,88148,1
CCS,code,88142,1
CCS,code,88174,1
CCS,code,88143,1
CCS,code,88175,1
CCS,code,88141,1
CCS,code,88164,1
CCS,code,88166,1
CCS,code,88167,1
CCS,code,88165,1
CCS,code,88150,1
CCS,code,88152,1
CCS,code,88153,1
CCS,code,19762-4,1
CCS,code,417036008,1
CCS,code,440623000,1
CCS,code,448651000124104,1
CCS,code,19765-7,1
CCS,code,19766-5,1
CCS,code,10524-7,1
CCS,code,18500-9,1
CCS,code,G0147,1
CCS,code,G0148,1
CCS,code,G0141,1
CCS,code,G0124,1
CCS,code,G0123,1
CCS,code,G0143,1
CCS,code,G0145,1
CCS,code,G0144,1
CCS,code,171149006,1
CCS,code,P3000,1
CCS,code,P3001,1
CCS,code,Q0091,1
CCS,code,19764-0,1
CCS,code,77399-4,1
CCS,code,59263-4,1
CCS,code,82456-5,1
CCS,code,77379-6,1
CCS,code,82354-2,1
CCS,code,82675-0,1
CCS,code,59420-0,1
CCS,code,30167-1,1
CCS,code,21440-3,1
CCS,code,77400-0,1
CCS,code,59264-2,1
CCS,code,75694-0,1
CCS,code,95539-3,1
CCS,code,71431-1,1
CCS,code,38372-9,1
CCS,code,69002-4,1
CCS,code,35904009,1
CCS,code,87624,1
CCS,code,87625,1
CCS,code,G0476,1
CCS,code,448651000124104,1
CCS,code,447771005,1
CCS,code,387626007,1
CCS,code,58953,1
CCS,code,58954,1
CCS,code,58956,1
CCS,code,46226009,1
CCS,code,51925,1
CCS,code,24293001,1
CCS,code,41566006,1
CCS,code,57540,1
CCS,code,57545,1
CCS,code,57550,1
CCS,code,57555,1
CCS,code,57556,1
CCS,code,287924009,1
CCS,code,68.61,1
CCS,code,236891001,1
CCS,code,708878003,1
CCS,code,68.71,1
CCS,code,68.41,1
CCS,code,414575003,1
CCS,code,236888001,1
CCS,code,708877008,1
CCS,code,68.51,1
CCS,code,58575,1
CCS,code,58548,1
CCS,code,58570,1
CCS,code,58571,1
CCS,code,58572,1
CCS,code,58573,1
CCS,code,58550,1
CCS,code,58552,1
CCS,code,58553,1
CCS,code,58554,1
CCS,code,82418001,1
CCS,code,28301000,1
CCS,code,68.69,1
CCS,code,68.79,1
CCS,code,68.49,1
CCS,code,68.59,1
CCS,code,68.8,1
CCS,code,58240,1
CCS,code,307771009,1
CCS,code,58210,1
CCS,code,440383008,1
CCS,code,116142003,1
CCS,code,57531,1
CCS,code,35955002,1
CCS,code,88144003,1
CCS,code,176697007,1
CCS,code,58951,1
CCS,code,59135,1
CCS,code,58150,1
CCS,code,58152,1
CCS,code,116143008,1
CCS,code,446446002,1
CCS,code,767611008,1
CCS,code,116144002,1
CCS,code,58200,1
CCS,code,116140006,1
CCS,code,767610009,1
CCS,code,767612001,1
CCS,code,739671004,1
CCS,code,740515000,1
CCS,code,739673001,1
CCS,code,86477000,1
CCS,code,739672006,1
CCS,code,740514001,1
CCS,code,739674007,1
CCS,code,27950001,1
CCS,code,31545000,1
CCS,code,59750000,1
CCS,code,446679008,1
CCS,code,57530,1
CCS,code,58260,1
CCS,code,58267,1
CCS,code,58262,1
CCS,code,58263,1
CCS,code,58270,1
CCS,code,58290,1
CCS,code,58293,1
CCS,code,58291,1
CCS,code,58292,1
CCS,code,58294,1
CCS,code,58285,1
CCS,code,58275,1
CCS,code,58280,1
CCS,code,361223008,1
CCS,code,361222003,1
CCS,code,0UTC0ZZ,1
CCS,code,0UTC4ZZ,1
CCS,code,0UTC7ZZ,1
CCS,code,0UTC8ZZ,1
CCS,code,56308,1
PRSE,code,43697006,1
PRSE,code,Z3A.37,1
PRSE,code,13798002,1
PRSE,code,Z3A.38,1
PRSE,code,80487005,1
PRSE,code,Z3A.39,1
PRSE,code,46230007,1
PRSE,code,Z3A.40,1
PRSE,code,63503002,1
PRSE,code,Z3A.41,1
PRSE,code,36428009,1
PRSE,code,Z3A.42,1
PRSE,code,Z3A.49,1
PRSE,code,186,1
PRSE,code,153,1
PRSE,code,171,1
PRSE,code,150,1
PRSE,code,141,1
PRSE,code,140,1
PRSE,code,168,1
PRSE,code,185,1
PRSE,code,155,1
PRSE,code,88,1
PRSE,code,135,1
PRSE,code,197,1
PRSE,code,158,1
PRSE,code,166,1
PRSE,code,205,1
PRSE,code,144,1
PRSE,code,346525009,1
PRSE,code,348047008,1
PRSE,code,419562000,1
PRSE,code,418707004,1
PRSE,code,408752008,1
PRSE,code,348046004,1
PRSE,code,346524008,1
PRSE,code,90653,1
PRSE,code,90662,1
PRSE,code,46233009,1
PRSE,code,400788004,1
PRSE,code,400564003,1
PRSE,code,90689,1
PRSE,code,90688,1
PRSE,code,90686,1
PRSE,code,90630,1
PRSE,code,90682,1
PRSE,code,90694,1
PRSE,code,90756,1
PRSE,code,90674,1
PRSE,code,90658,1
PRSE,code,90656,1
PRSE,code,90654,1
PRSE,code,90673,1
PRSE,code,90661,1
PRSE,code,430410002,1
PRSE,code,428281000124107,1
PRSE,code,428291000124105,1
PRSE,code,236989008,1
PRSE,code,177158008,1
PRSE,code,177167008,1
PRSE,code,30476003,1
PRSE,code,58705005,1
PRSE,code,14119008,1
PRSE,code,237311001,1
PRSE,code,417121007,1
PRSE,code,177152009,1
PRSE,code,302382009,1
PRSE,code,306727001,1
PRSE,code,236983009,1
PRSE,code,177179008,1
PRSE,code,59620,1
PRSE,code,59622,1
PRSE,code,59514,1
PRSE,code,59515,1
PRSE,code,41059002,1
PRSE,code,11466000,1
PRSE,code,450484007,1
PRSE,code,450483001,1
PRSE,code,84195007,1
PRSE,code,177168003,1
PRSE,code,89346004,1
PRSE,code,90438006,1
PRSE,code,40219000,1
PRSE,code,25296001,1
PRSE,code,29613008,1
PRSE,code,734276001,1
PRSE,code,65243006,1
PRSE,code,734275002,1
PRSE,code,61586001,1
PRSE,code,26313002,1
PRSE,code,384730009,1
PRSE,code,16819009,1
PRSE,code,450798003,1
PRSE,code,236982004,1
PRSE,code,10745001,1
PRSE,code,384729004,1
PRSE,code,85403009,1
PRSE,code,236988000,1
PRSE,code,177141003,1
PRSE,code,177143000,1
PRSE,code,736026009,1
PRSE,code,177142005,1
PRSE,code,736018001,1
PRSE,code,236987005,1
PRSE,code,274130007,1
PRSE,code,236985002,1
PRSE,code,736118004,1
PRSE,code,709004006,1
PRSE,code,236986001,1
PRSE,code,736020003,1
PRSE,code,57271003,1
PRSE,code,72492007,1
PRSE,code,177161009,1
PRSE,code,302383004,1
PRSE,code,236978001,1
PRSE,code,71166009,1
PRSE,code,236977006,1
PRSE,code,38479009,1
PRSE,code,236980007,1
PRSE,code,177162002,1
PRSE,code,89849000,1
PRSE,code,15413009,1
PRSE,code,177173009,1
PRSE,code,288042004,1
PRSE,code,236974004,1
PRSE,code,33807004,1
PRSE,code,40792007,1
PRSE,code,236981006,1
PRSE,code,398307005,1
PRSE,code,18625004,1
PRSE,code,17860005,1
PRSE,code,177174003,1
PRSE,code,788180009,1
PRSE,code,177180006,1
PRSE,code,5556001,1
PRSE,code,236984003,1
PRSE,code,62508004,1
PRSE,code,25828002,1
PRSE,code,177164001,1
PRSE,code,265639000,1
PRSE,code,275168001,1
PRSE,code,177181005,1
PRSE,code,236975003,1
PRSE,code,177184002,1
PRSE,code,699999008,1
PRSE,code,236976002,1
PRSE,code,359943008,1
PRSE,code,19390001,1
PRSE,code,359940006,1
PRSE,code,75928003,1
PRSE,code,177170007,1
PRSE,code,236990004,1
PRSE,code,4504004,1
PRSE,code,28860009,1
PRSE,code,59510,1
PRSE,code,59618,1
PRSE,code,59400,1
PRSE,code,59610,1
PRSE,code,275169009,1
PRSE,code,177157003,1
PRSE,code,48204000,1
PRSE,code,288193006,1
PRSE,code,54973000,1
PRSE,code,416055001,1
PRSE,code,69422002,1
PRSE,code,177176001,1
PRSE,code,177175002,1
PRSE,code,89053004,1
PRSE,code,700000006,1
PRSE,code,59409,1
PRSE,code,59410,1
PRSE,code,59612,1
PRSE,code,59614,1
PRSE,code,45718005,1
PRSE,code,22633006,1
PRSE,code,177185001,1
PRSE,code,28542003,1
PRSE,code,40704000,1
PRSE,code,10D00Z0,1
PRSE,code,10D00Z1,1
PRSE,code,10D00Z2,1
PRSE,code,10D07Z3,1
PRSE,code,10D07Z4,1
PRSE,code,10D07Z5,1
PRSE,code,10D07Z6,1
PRSE,code,10D07Z7,1
PRSE,code,10D07Z8,1
PRSE,code,10E0XZZ,1
PRSE,code,192711008,1
PRSE,code,192712001,1
PRSE,code,192710009,1
PRSE,code,115,1
PRSE,code,428251000124104,1
PRSE,code,90715,1
PRSE,code,428567001,1
PRSE,code,428930004,1
PRSE,code,428566005,1
PRSE,code,313178001,1
PRSE,code,428058009,1
PRSE,code,87178007,1
PRSE,code,38039008,1
PRSE,code,50367001,1
PRSE,code,79992004,1
PRSE,code,62333002,1
PRSE,code,72846000,1
PRSE,code,6678005,1
PRSE,code,15633004,1
PRSE,code,65683006,1
PRSE,code,25026004,1
PRSE,code,54318006,1
PRSE,code,82118009,1
PRSE,code,23464008,1
PRSE,code,41438001,1
PRSE,code,65035007,1
PRSE,code,86883006,1
PRSE,code,313179009,1
PRSE,code,72544005,1
PRSE,code,48688005,1
PRSE,code,46906003,1
PRSE,code,74952004,1
PRSE,code,57907009,1
PRSE,code,44398003,1
PRSE,code,37005007,1
PRSE,code,86801005,1
PRSE,code,63110000,1
PRSE,code,26690008,1
PRSE,code,931004,1
PRSE,code,Z3A.01,1
PRSE,code,Z3A.08,1
PRSE,code,Z3A.09,1
PRSE,code,Z3A.10,1
PRSE,code,Z3A.11,1
PRSE,code,Z3A.12,1
PRSE,code,Z3A.13,1
PRSE,code,Z3A.14,1
PRSE,code,Z3A.15,1
PRSE,code,Z3A.16,1
PRSE,code,Z3A.17,1
PRSE,code,Z3A.18,1
PRSE,code,Z3A.19,1
PRSE,code,Z3A.20,1
PRSE,code,Z3A.21,1
PRSE,code,Z3A.22,1
PRSE,code,Z3A.23,1
PRSE,code,Z3A.24,1
PRSE,code,Z3A.25,1
PRSE,code,Z3A.26,1
PRSE,code,Z3A.27,1
PRSE,code,Z3A.28,1
PRSE,code,Z3A.29,1
PRSE,code,Z3A.30,1
PRSE,code,Z3A.31,1
PRSE,code,Z3A.32,1
PRSE,code,Z3A.33,1
PRSE,code,Z3A.34,1
PRSE,code,Z3A.35,1
PRSE,code,Z3A.36,1
COLE,code,310634005,1
COLE,code,45.25,1
COLE,code,73761001,1
COLE,code,45.23,1
COLE,code,446745002,1
COLE,code,709421007,1
COLE,code,446521004,1
COLE,code,789778002,1
COLE,code,447021001,1
COLE,code,443998000,1
COLE,code,44388,1
COLE,code,44401,1
COLE,code,44393,1
COLE,code,44389,1
COLE,code,44391,1
COLE,code,44408,1
COLE,code,44404,1
COLE,code,44403,1
COLE,code,44402,1
COLE,code,44406,1
COLE,code,44390,1
COLE,code,44392,1
COLE,code,44394,1
COLE,code,44405,1
COLE,code,44397,1
COLE,code,44407,1
COLE,code,711307001,1
COLE,code,710293001,1
COLE,code,12350003,1
COLE,code,45383,1
COLE,code,45387,1
COLE,code,45378,1
COLE,code,45388,1
COLE,code,45398,1
COLE,code,45380,1
COLE,code,45382,1
COLE,code,45393,1
COLE,code,45381,1
COLE,code,45390,1
COLE,code,45389,1
COLE,code,45391,1
COLE,code,45379,1
COLE,code,45384,1
COLE,code,45385,1
COLE,code,45386,1
COLE,code,45392,1
COLE,code,45355,1
COLE,code,G0105,1
COLE,code,G0121,1
COLE,code,427459009,1
COLE,code,425937002,1
COLE,code,425672002,1
COLE,code,45.43,1
COLE,code,45.42,1
COLE,code,713154003,1
COLE,code,45.22,1
COLE,code,367535003,1
COLE,code,8180007,1
COLE,code,25732003,1
COLE,code,34264006,1
COLE,code,235151005,1
COLE,code,174158000,1
COLE,code,444783004,1
COLE,code,235150006,1
COLE,code,447886005,1
COLE,code,425178004,1
COLE,code,254582000,1
COLE,code,301756000,1
COLE,code,153.5,1
COLE,code,153.6,1
COLE,code,312111009,1
COLE,code,269533000,1
COLE,code,425213009,1
COLE,code,422581008,1
COLE,code,422375001,1
COLE,code,422985007,1
COLE,code,312113007,1
COLE,code,312114001,1
COLE,code,285312008,1
COLE,code,312115000,1
COLE,code,269544008,1
COLE,code,312112002,1
COLE,code,153.4,1
COLE,code,153.9,1
COLE,code,153.2,1
COLE,code,153.0,1
COLE,code,315058005,1
COLE,code,286771000119106,1
COLE,code,286791000119107,1
COLE,code,429699009,1
COLE,code,10987871000119109,1
COLE,code,429084005,1
COLE,code,1156795003,1
COLE,code,1156797006,1
COLE,code,V10.05,1
COLE,code,197.5,1
COLE,code,1156788007,1
COLE,code,1156783003,1
COLE,code,314965007,1
COLE,code,314966008,1
COLE,code,133751000119102,1
COLE,code,449218003,1
COLE,code,123721000119108,1
COLE,code,726654006,1
COLE,code,123701000119104,1
COLE,code,713573006,1
COLE,code,448994001,1
COLE,code,276822007,1
COLE,code,443488001,1
COLE,code,363406005,1
COLE,code,96981000119102,1
COLE,code,187760008,1
COLE,code,187757001,1
COLE,code,369448007,1
COLE,code,369449004,1
COLE,code,369450004,1
COLE,code,369451000,1
COLE,code,369452007,1
COLE,code,369453002,1
COLE,code,369454008,1
COLE,code,369455009,1
COLE,code,369456005,1
COLE,code,369457001,1
COLE,code,369458006,1
COLE,code,369459003,1
COLE,code,369460008,1
COLE,code,369461007,1
COLE,code,254586002,1
COLE,code,363412000,1
COLE,code,363409003,1
COLE,code,363407001,1
COLE,code,363510005,1
COLE,code,363414004,1
COLE,code,363351006,1
COLE,code,363410008,1
COLE,code,363413005,1
COLE,code,363408006,1
COLE,code,285611007,1
COLE,code,285612000,1
COLE,code,737058005,1
COLE,code,153.8,1
COLE,code,109838007,1
COLE,code,96281000119107,1
COLE,code,109839004,1
COLE,code,681601000119101,1
COLE,code,721695008,1
COLE,code,1701000119104,1
COLE,code,681651000119102,1
COLE,code,721699002,1
COLE,code,184881000119106,1
COLE,code,721696009,1
COLE,code,16636051000119105,1
COLE,code,16636101000119105,1
COLE,code,93683002,1
COLE,code,93761005,1
COLE,code,93771007,1
COLE,code,93826009,1
COLE,code,93980002,1
COLE,code,93984006,1
COLE,code,94006002,1
COLE,code,94072004,1
COLE,code,94105000,1
COLE,code,130381000119103,1
COLE,code,721698005,1
COLE,code,721700001,1
COLE,code,721697000,1
COLE,code,721701002,1
COLE,code,154.0,1
COLE,code,154.1,1
COLE,code,V10.06,1
COLE,code,94179005,1
COLE,code,94260004,1
COLE,code,94271003,1
COLE,code,94328005,1
COLE,code,94509004,1
COLE,code,94513006,1
COLE,code,94538001,1
COLE,code,94604000,1
COLE,code,94643001,1
COLE,code,153.3,1
COLE,code,153.7,1
COLE,code,766981007,1
COLE,code,766979005,1
COLE,code,153.1,1
COLE,code,C18.0,1
COLE,code,C18.1,1
COLE,code,C18.2,1
COLE,code,C18.3,1
COLE,code,C18.4,1
COLE,code,C18.5,1
COLE,code,C18.6,1
COLE,code,C18.7,1
COLE,code,C18.8,1
COLE,code,C18.9,1
COLE,code,C19,1
COLE,code,C20,1
COLE,code,C21.2,1
COLE,code,C21.8,1
COLE,code,C78.5,1
COLE,code,Z85.038,1
COLE,code,Z85.048,1
COLE,code,395705003,1
COLE,code,60515-4,1
COLE,code,72531-7,1
COLE,code,82688-3,1
COLE,code,79071-7,1
COLE,code,79101-2,1
COLE,code,79069-1,1
COLE,code,74262,1
COLE,code,74261,1
COLE,code,74263,1
COLE,code,418714002,1
COLE,code,G0104,1
COLE,code,425634007,1
COLE,code,44441009,1
COLE,code,396226005,1
COLE,code,45.24,1
COLE,code,45330,1
COLE,code,45346,1
COLE,code,45350,1
COLE,code,45331,1
COLE,code,45334,1
COLE,code,45337,1
COLE,code,45335,1
COLE,code,45349,1
COLE,code,45341,1
COLE,code,45347,1
COLE,code,45332,1
COLE,code,45333,1
COLE,code,45338,1
COLE,code,45340,1
COLE,code,45342,1
COLE,code,82274,1
COLE,code,82270,1
COLE,code,G0328,1
COLE,code,442554004,1
COLE,code,27396-1,1
COLE,code,2335-8,1
COLE,code,14563-1,1
COLE,code,14564-9,1
COLE,code,14565-6,1
COLE,code,12503-9,1
COLE,code,12504-7,1
COLE,code,27401-9,1
COLE,code,27925-7,1
COLE,code,27926-5,1
COLE,code,80372-6,1
COLE,code,58453-2,1
COLE,code,29771-3,1
COLE,code,57905-2,1
COLE,code,56490-6,1
COLE,code,56491-4,1
COLE,code,442563002,1
COLE,code,441579003,1
COLE,code,442516004,1
COLE,code,442067009,1
COLE,code,104435004,1
COLE,code,167667006,1
COLE,code,389076003,1
COLE,code,59614000,1
COLE,code,851000119109,1
COLE,code,841000119107,1
COLE,code,119771000119101,1
COLE,code,77353-1,1
COLE,code,77354-9,1
COLE,code,81528,1
COLE,code,708699002,1
COLE,code,44156,1
COLE,code,44158,1
COLE,code,44157,1
COLE,code,44155,1
COLE,code,44151,1
COLE,code,44150,1
COLE,code,44153,1
COLE,code,44152,1
COLE,code,787109009,1
COLE,code,858579005,1
COLE,code,787108001,1
COLE,code,787874000,1
COLE,code,787876003,1
COLE,code,787875004,1
COLE,code,713165008,1
COLE,code,45.81,1
COLE,code,44211,1
COLE,code,44212,1
COLE,code,44210,1
COLE,code,45.82,1
COLE,code,45.83,1
COLE,code,303401008,1
COLE,code,36192008,1
COLE,code,456004,1
COLE,code,44751009,1
COLE,code,31130001,1
COLE,code,80294005,1
COLE,code,26390003,1
COLE,code,307666008,1
COLE,code,307669001,1
COLE,code,307667004,1
COLE,code,0DTE0ZZ,1
COLE,code,0DTE4ZZ,1
COLE,code,0DTE7ZZ,1
COLE,code,0DTE8ZZ,1
ASFE,code,408945004,1
ASFE,code,408947007,1
ASFE,code,408948002,1
ASFE,code,H0022,1
ASFE,code,H0050,1
ASFE,code,H0007,1
ASFE,code,H0005,1
ASFE,code,H0015,1
ASFE,code,H0016,1
ASFE,code,H2036,1
ASFE,code,H2035,1
ASFE,code,99408,1
ASFE,code,99409,1
ASFE,code,G0396,1
ASFE,code,G2011,1
ASFE,code,G0397,1
ASFE,code,T1006,1
ASFE,code,T1012,1
ASFE,code,429291000124102,1
ASFE,code,707166002,1
ASFE,code,20093000,1
ASFE,code,24165007,1
ASFE,code,G0443,1
ASFE,code,23915005,1
ASFE,code,413473000,1
ASFE,code,64297001,1
ASFE,code,386449006,1
ASFE,code,Z71.41,1
ASFE,code,Z71.89,1
ASFE,code,191802004,1
ASFE,code,191806001,1
ASFE,code,15167005,1
ASFE,code,73097000,1
ASFE,code,66590003,1
ASFE,code,10755041000119100,1
ASFE,code,10741871000119101,1
ASFE,code,7052005,1
ASFE,code,288031000119105,1
ASFE,code,18653004,1
ASFE,code,8635005,1
ASFE,code,191476005,1
ASFE,code,191480000,1
ASFE,code,34938008,1
ASFE,code,53936005,1
ASFE,code,29212009,1
ASFE,code,42344001,1
ASFE,code,61144001,1
ASFE,code,78524005,1
ASFE,code,41083005,1
ASFE,code,191478006,1
ASFE,code,7200002,1
ASFE,code,191475009,1
ASFE,code,191813001,1
ASFE,code,191804003,1
ASFE,code,191811004,1
ASFE,code,281004,1
ASFE,code,191805002,1
ASFE,code,191812006,1
ASFE,code,135311000119100,1
ASFE,code,191471000,1
ASFE,code,87810006,1
ASFE,code,713583005,1
ASFE,code,714829008,1
ASFE,code,723928009,1
ASFE,code,723929001,1
ASFE,code,723930006,1
ASFE,code,268645007,1
ASFE,code,191884001,1
ASFE,code,191882002,1
ASFE,code,191883007,1
ASFE,code,723926008,1
ASFE,code,284591009,1
ASFE,code,723927004,1
ASFE,code,713862009,1
ASFE,code,97571000119109,1
ASFE,code,85561006,1
ASFE,code,F10.10,1
ASFE,code,F10.120,1
ASFE,code,F10.121,1
ASFE,code,F10.129,1
ASFE,code,F10.130,1
