context,dim_type,dim_key,dim_weight
UOP,code,63629320602,1
UOP,code,63629320603,1
UOP,code,66267048730,1
UOP,code,66267048740,1
UOP,code,830196,1
UOP,code,00187420304,1
UOP,code,00187420316,1
UOP,code,42799021701,1
UOP,code,42799021702,1
UOP,code,62559015304,1
UOP,code,63629196501,1
UOP,code,1049502,1
UOP,code,1049543,1
UOP,code,1049574,1
UOP,code,1049593,1
UOP,code,1791558,1
UOP,code,1791560,1
UOP,code,1791567,1
UOP,code,1791569,1
UOP,code,1791574,1
UOP,code,1791576,1
UOP,code,1791580,1
UOP,code,1791582,1
UOP,code,1790527,1
UOP,code,1790533,1
UOP,code,1860157,1
UOP,code,1049504,1
UOP,code,1860154,1
UOP,code,1049545,1
UOP,code,1860129,1
UOP,code,1049565,1
UOP,code,1860151,1
UOP,code,1049576,1
UOP,code,1860137,1
UOP,code,1049586,1
UOP,code,1860127,1
UOP,code,1049595,1
UOP,code,1860148,1
UOP,code,1049601,1
UOP,code,1944529,1
UOP,code,1944535,1
UOP,code,1944538,1
UOP,code,1944540,1
UOP,code,1049604,1
UOP,code,1049683,1
UOP,code,1049611,1
UOP,code,1049613,1
UOP,code,1049686,1
UOP,code,1049615,1
UOP,code,1050409,1
UOP,code,1049618,1
UOP,code,1049620,1
UOP,code,1049696,1
UOP,code,1049621,1
UOP,code,1664448,1
UOP,code,1049623,1
UOP,code,1113314,1
UOP,code,1664634,1
UOP,code,00054039041,1
UOP,code,00054039063,1
UOP,code,00054039344,1
UOP,code,00054052341,1
UOP,code,00054052363,1
UOP,code,00093573101,1
UOP,code,00093573201,1
UOP,code,00093573301,1
UOP,code,00093573401,1
UOP,code,00115155601,1
UOP,code,00115155701,1
UOP,code,00115155801,1
UOP,code,00115155901,1
UOP,code,00115156001,1
UOP,code,00115156101,1
UOP,code,00115156201,1
UOP,code,00121082601,1
UOP,code,00121082704,1
UOP,code,00121082716,1
UOP,code,00121482705,1
UOP,code,00121482740,1
UOP,code,00121482750,1
UOP,code,00121483905,1
UOP,code,00121483940,1
UOP,code,00228287611,1
UOP,code,00228287811,1
UOP,code,00228287911,1
UOP,code,00378611201,1
UOP,code,00378611301,1
UOP,code,00378611401,1
UOP,code,00406055201,1
UOP,code,00406055223,1
UOP,code,00406055262,1
UOP,code,00406851001,1
UOP,code,00406851023,1
UOP,code,00406851062,1
UOP,code,00406851501,1
UOP,code,00406851523,1
UOP,code,00406851562,1
UOP,code,00406852001,1
UOP,code,00406852023,1
UOP,code,00406852062,1
UOP,code,00406853001,1
UOP,code,00406853023,1
UOP,code,00406853062,1
UOP,code,00406855605,1
UOP,code,00406855730,1
UOP,code,00527142635,1
UOP,code,00527142636,1
UOP,code,00527177401,1
UOP,code,00591269301,1
UOP,code,00591270801,1
UOP,code,00603499021,1
UOP,code,00603499028,1
UOP,code,00603499121,1
UOP,code,00603499128,1
UOP,code,00603499221,1
UOP,code,00603499228,1
UOP,code,00603499321,1
UOP,code,00603499421,1
UOP,code,00781570301,1
UOP,code,00781572601,1
UOP,code,00781576701,1
UOP,code,00781578501,1
UOP,code,00904644461,1
UOP,code,00904644561,1
UOP,code,00904659061,1
UOP,code,00904659161,1
UOP,code,00904667840,1
UOP,code,00904674361,1
UOP,code,00904682805,1
UOP,code,00904682892,1
UOP,code,00904682894,1
UOP,code,00904696661,1
UOP,code,10544000530,1
UOP,code,10544000555,1
UOP,code,10544000560,1
UOP,code,10544000590,1
UOP,code,10544029020,1
UOP,code,10544029030,1
UOP,code,10544059902,1
UOP,code,10544059930,1
UOP,code,10544059955,1
UOP,code,10544059960,1
UOP,code,10544059990,1
UOP,code,10544060002,1
UOP,code,10544060030,1
UOP,code,10544060055,1
UOP,code,10544060060,1
UOP,code,10544060090,1
UOP,code,10702000801,1
UOP,code,10702000850,1
UOP,code,10702000901,1
UOP,code,10702000950,1
UOP,code,10702001801,1
UOP,code,10702001850,1
UOP,code,10702002301,1
UOP,code,10702002306,1
UOP,code,10702005601,1
UOP,code,10702005650,1
UOP,code,10702005701,1
UOP,code,10702005750,1
UOP,code,10702017103,1
UOP,code,10702018350,1
UOP,code,10702080101,1
UOP,code,10702080301,1
UOP,code,10702080501,1
UOP,code,13107005501,1
UOP,code,13107005530,1
UOP,code,13107005599,1
UOP,code,13107005601,1
UOP,code,13107005630,1
UOP,code,13107005699,1
UOP,code,13107005701,1
UOP,code,13107005730,1
UOP,code,13107005799,1
UOP,code,13107026158,1
UOP,code,13107026257,1
UOP,code,17856039001,1
UOP,code,17856039301,1
UOP,code,17856082601,1
UOP,code,17856082602,1
UOP,code,17856082603,1
UOP,code,17856082604,1
UOP,code,17856082605,1
UOP,code,17856082606,1
UOP,code,17856092001,1
UOP,code,17856092002,1
UOP,code,17856092003,1
UOP,code,17856092004,1
UOP,code,17856092005,1
UOP,code,17856092006,1
UOP,code,17856092007,1
UOP,code,17856092008,1
UOP,code,23635058010,1
UOP,code,23635058025,1
UOP,code,23635058110,1
UOP,code,23635058210,1
UOP,code,24510011010,1
UOP,code,24510011020,1
UOP,code,24510011510,1
UOP,code,24510011520,1
UOP,code,24510012010,1
UOP,code,24510012020,1
UOP,code,24510013010,1
UOP,code,24510013020,1
UOP,code,24510014010,1
UOP,code,24510014020,1
UOP,code,31722010901,1
UOP,code,31722011001,1
UOP,code,31722011101,1
UOP,code,31722019050,1
UOP,code,31722019831,1
UOP,code,31722091701,1
UOP,code,31722091705,1
UOP,code,31722091801,1
UOP,code,31722091805,1
UOP,code,33358027630,1
UOP,code,33358027660,1
UOP,code,35356039930,1
UOP,code,35356082830,1
UOP,code,35356082840,1
UOP,code,35356082860,1
UOP,code,35356082890,1
UOP,code,35356082901,1
UOP,code,35356082930,1
UOP,code,35356082960,1
UOP,code,35356083001,1
UOP,code,35356083030,1
UOP,code,35356083060,1
UOP,code,35356083090,1
UOP,code,35356083930,1
UOP,code,35356083960,1
UOP,code,35356083990,1
UOP,code,40032043001,1
UOP,code,40032043003,1
UOP,code,40032043005,1
UOP,code,40032043101,1
UOP,code,40032043103,1
UOP,code,40032043105,1
UOP,code,40032043201,1
UOP,code,40032043203,1
UOP,code,40032043205,1
UOP,code,40032043301,1
UOP,code,40032043303,1
UOP,code,40032043305,1
UOP,code,40032043401,1
UOP,code,40032043403,1
UOP,code,40032043405,1
UOP,code,40032092060,1
UOP,code,40032095001,1
UOP,code,40032095003,1
UOP,code,40032095050,1
UOP,code,42806000501,1
UOP,code,42806000601,1
UOP,code,42806000701,1
UOP,code,42806000801,1
UOP,code,42806000901,1
UOP,code,42858000101,1
UOP,code,42858000110,1
UOP,code,42858000201,1
UOP,code,42858000210,1
UOP,code,42858000301,1
UOP,code,42858000401,1
UOP,code,42858000501,1
UOP,code,42858001015,1
UOP,code,43063021910,1
UOP,code,43063021930,1
UOP,code,43063021960,1
UOP,code,43063021990,1
UOP,code,43063021993,1
UOP,code,43063021998,1
UOP,code,43063022010,1
UOP,code,43063022030,1
UOP,code,43063022060,1
UOP,code,43063022077,1
UOP,code,43063022090,1
UOP,code,43063022093,1
UOP,code,43063022098,1
UOP,code,43063030406,1
UOP,code,43063030415,1
UOP,code,43063030430,1
UOP,code,43063030460,1
UOP,code,43063030490,1
UOP,code,43063030493,1
UOP,code,43063030498,1
UOP,code,43063030499,1
UOP,code,43063035410,1
UOP,code,43063051130,1
UOP,code,43063051160,1
UOP,code,43063051190,1
UOP,code,43063051193,1
UOP,code,43063051198,1
UOP,code,43063051199,1
UOP,code,43063051212,1
UOP,code,43063051230,1
UOP,code,43063051260,1
UOP,code,43063051290,1
UOP,code,43063051293,1
UOP,code,43063051298,1
UOP,code,43063051299,1
UOP,code,43063060460,1
UOP,code,43063063106,1
UOP,code,43063063110,1
UOP,code,43063063112,1
UOP,code,43063063120,1
UOP,code,43063063130,1
UOP,code,43063063140,1
UOP,code,43063063156,1
UOP,code,43063063160,1
UOP,code,43063063188,1
UOP,code,43063063190,1
UOP,code,43063063193,1
UOP,code,43063063198,1
UOP,code,43063063199,1
UOP,code,43386043001,1
UOP,code,43386043003,1
UOP,code,43386043005,1
UOP,code,43386043101,1
UOP,code,43386043103,1
UOP,code,43386043105,1
UOP,code,43386043201,1
UOP,code,43386043203,1
UOP,code,43386043205,1
UOP,code,43386043301,1
UOP,code,43386043303,1
UOP,code,43386043305,1
UOP,code,43386043401,1
UOP,code,43386043403,1
UOP,code,43386043405,1
UOP,code,43386092060,1
UOP,code,43386095001,1
UOP,code,47781026301,1
UOP,code,47781026305,1
UOP,code,47781026401,1
UOP,code,47781026405,1
UOP,code,47781026501,1
UOP,code,47781026505,1
UOP,code,48433034747,1
UOP,code,48433034755,1
UOP,code,49884013601,1
UOP,code,49884013701,1
UOP,code,49884013801,1
UOP,code,49884019701,1
UOP,code,49999085005,1
UOP,code,49999085105,1
UOP,code,49999085830,1
UOP,code,49999085860,1
UOP,code,49999085890,1
UOP,code,49999085930,1
UOP,code,49999085960,1
UOP,code,49999089900,1
UOP,code,49999089915,1
UOP,code,49999089921,1
UOP,code,49999089930,1
UOP,code,49999089940,1
UOP,code,49999089960,1
UOP,code,49999089990,1
UOP,code,50383096105,1
UOP,code,50383096106,1
UOP,code,50383096134,1
UOP,code,50383096430,1
UOP,code,51407052901,1
UOP,code,51407053001,1
UOP,code,51407053101,1
UOP,code,51407053201,1
UOP,code,51407053301,1
UOP,code,52152021402,1
UOP,code,52959012902,1
UOP,code,52959012930,1
UOP,code,52959012960,1
UOP,code,52959012990,1
UOP,code,52959013002,1
UOP,code,52959013030,1
UOP,code,52959013090,1
UOP,code,52959013102,1
UOP,code,52959013130,1
UOP,code,52959013150,1
UOP,code,52959013160,1
UOP,code,52959013190,1
UOP,code,52959014860,1
UOP,code,52959039660,1
UOP,code,55289051160,1
UOP,code,55289051190,1
UOP,code,55289051193,1
UOP,code,55289051198,1
UOP,code,55289089130,1
UOP,code,55289089160,1
UOP,code,55289089190,1
UOP,code,55289089193,1
UOP,code,55289089198,1
UOP,code,55289089199,1
UOP,code,55700002030,1
UOP,code,55700002060,1
UOP,code,55700002090,1
UOP,code,55700017401,1
UOP,code,55700017430,1
UOP,code,55700017460,1
UOP,code,55700017490,1
UOP,code,55700017501,1
UOP,code,55700017530,1
UOP,code,55700017560,1
UOP,code,55700017590,1
UOP,code,55700033430,1
UOP,code,55700043160,1
UOP,code,55700044730,1
UOP,code,55700044830,1
UOP,code,55700046290,1
UOP,code,55700050901,1
UOP,code,55700050930,1
UOP,code,55700055730,1
UOP,code,55700079130,1
UOP,code,55887005001,1
UOP,code,55887013201,1
UOP,code,55887013202,1
UOP,code,55887013210,1
UOP,code,55887013220,1
UOP,code,55887013250,1
UOP,code,55887013301,1
UOP,code,55887013310,1
UOP,code,55887013320,1
UOP,code,55887013328,1
UOP,code,55887013350,1
UOP,code,57664018788,1
UOP,code,57664022388,1
UOP,code,57664022488,1
UOP,code,57664037088,1
UOP,code,57664037188,1
UOP,code,59011041010,1
UOP,code,59011041020,1
UOP,code,59011041510,1
UOP,code,59011041520,1
UOP,code,59011042010,1
UOP,code,59011042020,1
UOP,code,59011043010,1
UOP,code,59011043020,1
UOP,code,59011044010,1
UOP,code,59011044020,1
UOP,code,59011046010,1
UOP,code,59011046020,1
UOP,code,59011048010,1
UOP,code,59011048020,1
UOP,code,60429051601,1
UOP,code,60429051701,1
UOP,code,60429051901,1
UOP,code,60429052001,1
UOP,code,60429052101,1
UOP,code,60432070605,1
UOP,code,60687011611,1
UOP,code,60687011621,1
UOP,code,60687040640,1
UOP,code,60687040646,1
UOP,code,60687040667,1
UOP,code,60687040677,1
UOP,code,60760022340,1
UOP,code,60760085560,1
UOP,code,60760085590,1
UOP,code,61919004860,1
UOP,code,61919044430,1
UOP,code,61919044460,1
UOP,code,61919047930,1
UOP,code,61919065930,1
UOP,code,61919065960,1
UOP,code,61919065990,1
UOP,code,61919067130,1
UOP,code,61919067160,1
UOP,code,61919082030,1
UOP,code,61919082090,1
UOP,code,61919082130,1
UOP,code,61919082190,1
UOP,code,62559015116,1
UOP,code,62559015230,1
UOP,code,62559016701,1
UOP,code,63304068301,1
UOP,code,63304068401,1
UOP,code,63629117401,1
UOP,code,63629192701,1
UOP,code,63629192801,1
UOP,code,63629192901,1
UOP,code,63629193001,1
UOP,code,63629210401,1
UOP,code,63629376301,1
UOP,code,63629376302,1
UOP,code,63629376303,1
UOP,code,63629377205,1
UOP,code,63629377401,1
UOP,code,63629377402,1
UOP,code,63629377403,1
UOP,code,63629380301,1
UOP,code,63629380302,1
UOP,code,63629380303,1
UOP,code,63629380304,1
UOP,code,63629400001,1
UOP,code,63629400002,1
UOP,code,63629400003,1
UOP,code,63629400004,1
UOP,code,63629400005,1
UOP,code,63629400006,1
UOP,code,63629400007,1
UOP,code,63629415301,1
UOP,code,63629415302,1
UOP,code,63629415303,1
UOP,code,63629415304,1
UOP,code,63629415305,1
UOP,code,63629415306,1
UOP,code,63629415501,1
UOP,code,63629415502,1
UOP,code,63629415503,1
UOP,code,63629415504,1
UOP,code,63629418401,1
UOP,code,63629418402,1
UOP,code,63629418403,1
UOP,code,63629418404,1
UOP,code,63629418405,1
UOP,code,63629418406,1
UOP,code,63629418407,1
UOP,code,63629418408,1
UOP,code,63629418409,1
UOP,code,63629459901,1
UOP,code,63629460001,1
UOP,code,63629460601,1
UOP,code,63629460602,1
UOP,code,63629460603,1
UOP,code,63629460604,1
UOP,code,63629460605,1
UOP,code,63629460606,1
UOP,code,63629739901,1
UOP,code,63629739902,1
UOP,code,63629739903,1
UOP,code,63629739904,1
UOP,code,63629739905,1
UOP,code,63629739906,1
UOP,code,63629852601,1
UOP,code,63629888901,1
UOP,code,63629888902,1
UOP,code,63629888903,1
UOP,code,63629888904,1
UOP,code,63629889001,1
UOP,code,63629889002,1
UOP,code,63629889003,1
UOP,code,63629889004,1
UOP,code,63739017710,1
UOP,code,63739036510,1
UOP,code,64720022410,1
UOP,code,64720022510,1
UOP,code,64720022610,1
UOP,code,64950035301,1
UOP,code,64950035302,1
UOP,code,64950035303,1
UOP,code,64950035351,1
UOP,code,64950035352,1
UOP,code,64950035391,1
UOP,code,64950035392,1
UOP,code,64950035405,1
UOP,code,64950035410,1
UOP,code,64950035445,1
UOP,code,64950035450,1
UOP,code,64950035455,1
UOP,code,64950090110,1
UOP,code,65162004703,1
UOP,code,65162004710,1
UOP,code,65162004725,1
UOP,code,65162004750,1
UOP,code,65162004803,1
UOP,code,65162004810,1
UOP,code,65162004825,1
UOP,code,65162004903,1
UOP,code,65162004910,1
UOP,code,65162004925,1
UOP,code,65162004950,1
UOP,code,65162005003,1
UOP,code,65162005010,1
UOP,code,65162005025,1
UOP,code,65162005103,1
UOP,code,65162005110,1
UOP,code,65162005125,1
UOP,code,65162005150,1
UOP,code,66336013594,1
UOP,code,66336047045,1
UOP,code,66336047062,1
UOP,code,66336047094,1
UOP,code,66689002401,1
UOP,code,66689002416,1
UOP,code,66689002450,1
UOP,code,66689002530,1
UOP,code,66689040101,1
UOP,code,66689040150,1
UOP,code,66689040316,1
UOP,code,67296042501,1
UOP,code,67296042504,1
UOP,code,67296083201,1
UOP,code,67296083202,1
UOP,code,67296083203,1
UOP,code,67296083204,1
UOP,code,67296083205,1
UOP,code,67296083206,1
UOP,code,67296083208,1
UOP,code,67296104002,1
UOP,code,67296104004,1
UOP,code,67296132402,1
UOP,code,67296132406,1
UOP,code,67296137602,1
UOP,code,67296156002,1
UOP,code,67296159506,1
UOP,code,67877062319,1
UOP,code,67877062388,1
UOP,code,67877062391,1
UOP,code,67877062519,1
UOP,code,67877062559,1
UOP,code,68071044790,1
UOP,code,68071045360,1
UOP,code,68071045381,1
UOP,code,68071045390,1
UOP,code,68071045460,1
UOP,code,68071045481,1
UOP,code,68071045488,1
UOP,code,68071045490,1
UOP,code,68071045491,1
UOP,code,68071045492,1
UOP,code,68071236806,1
UOP,code,68071253606,1
UOP,code,68071505506,1
UOP,code,68084004801,1
UOP,code,68084004811,1
UOP,code,68084018401,1
UOP,code,68084018411,1
UOP,code,68084018501,1
UOP,code,68084018511,1
UOP,code,68084035401,1
UOP,code,68084035411,1
UOP,code,68084082811,1
UOP,code,68084082821,1
UOP,code,68084096801,1
UOP,code,68084096811,1
UOP,code,68084097501,1
UOP,code,68084097511,1
UOP,code,68084098301,1
UOP,code,68084098311,1
UOP,code,68094000559,1
UOP,code,68094000561,1
UOP,code,68094000659,1
UOP,code,68094000661,1
UOP,code,68094080101,1
UOP,code,68094080158,1
UOP,code,68308002003,1
UOP,code,68308010801,1
UOP,code,68308011001,1
UOP,code,68308011101,1
UOP,code,68308011201,1
UOP,code,68308012001,1
UOP,code,68308014501,1
UOP,code,68308050547,1
UOP,code,68382079301,1
UOP,code,68382079401,1
UOP,code,68382079501,1
UOP,code,68382079601,1
UOP,code,68382079701,1
UOP,code,68462020401,1
UOP,code,68462034737,1
UOP,code,69344011311,1
UOP,code,69344021311,1
UOP,code,70166049210,1
UOP,code,70166049220,1
UOP,code,70752013610,1
UOP,code,70752013614,1
UOP,code,70752013703,1
UOP,code,71335011501,1
UOP,code,71335011502,1
UOP,code,71335011503,1
UOP,code,71335011504,1
UOP,code,71335011505,1
UOP,code,71335011506,1
UOP,code,71335011507,1
UOP,code,71335011508,1
UOP,code,71335011509,1
UOP,code,71335017401,1
UOP,code,71335017402,1
UOP,code,71335017403,1
UOP,code,71335017404,1
UOP,code,71335017405,1
UOP,code,71335017406,1
UOP,code,71335017407,1
UOP,code,71335017408,1
UOP,code,71335017409,1
UOP,code,71335020901,1
UOP,code,71335020902,1
UOP,code,71335020903,1
UOP,code,71335020904,1
UOP,code,71335020905,1
UOP,code,71335020906,1
UOP,code,71335020907,1
UOP,code,71335020908,1
UOP,code,71335067701,1
UOP,code,71335067702,1
UOP,code,71335067703,1
UOP,code,71335067704,1
UOP,code,71335067705,1
UOP,code,71335067706,1
UOP,code,71335067707,1
UOP,code,71335067708,1
UOP,code,71335085503,1
UOP,code,71335098101,1
UOP,code,71335098102,1
UOP,code,71335098103,1
UOP,code,71335098104,1
UOP,code,71335098105,1
UOP,code,71335098106,1
UOP,code,71335098107,1
UOP,code,71335098108,1
UOP,code,71335098109,1
UOP,code,71335100901,1
UOP,code,71335100902,1
UOP,code,71335100903,1
UOP,code,71335100904,1
UOP,code,71335100905,1
UOP,code,71335100906,1
UOP,code,71335100907,1
UOP,code,71335100908,1
UOP,code,71335100909,1
UOP,code,71335102301,1
UOP,code,71335102302,1
UOP,code,71335102303,1
UOP,code,71335102304,1
UOP,code,71335102305,1
UOP,code,71335102306,1
UOP,code,71335108001,1
UOP,code,71335108002,1
UOP,code,71335108003,1
UOP,code,71335108004,1
UOP,code,71335108005,1
UOP,code,71335108006,1
UOP,code,71335108007,1
UOP,code,71335108008,1
UOP,code,71335108009,1
UOP,code,71335110101,1
UOP,code,71335110102,1
UOP,code,71335110103,1
UOP,code,71335110104,1
UOP,code,71335110105,1
UOP,code,71335110106,1
UOP,code,71335124501,1
UOP,code,71335124502,1
UOP,code,71335124503,1
UOP,code,71335124504,1
UOP,code,71335124505,1
UOP,code,71335124506,1
UOP,code,71335124507,1
UOP,code,71335124508,1
UOP,code,71335136101,1
UOP,code,71335136102,1
UOP,code,71335136103,1
UOP,code,71335136104,1
UOP,code,71335136105,1
UOP,code,71335136106,1
UOP,code,71335136107,1
UOP,code,71335136108,1
UOP,code,71335136109,1
UOP,code,71335141301,1
UOP,code,71335141302,1
UOP,code,71335141303,1
UOP,code,71335141304,1
UOP,code,71335141305,1
UOP,code,71335141306,1
UOP,code,71335141307,1
UOP,code,71335141308,1
UOP,code,71335141309,1
UOP,code,71335141401,1
UOP,code,71335141402,1
UOP,code,71335141403,1
UOP,code,71335141404,1
UOP,code,71335141405,1
UOP,code,71335141406,1
UOP,code,71335141407,1
UOP,code,71335141408,1
UOP,code,71335142101,1
UOP,code,71335142102,1
UOP,code,71335142103,1
UOP,code,71335142104,1
UOP,code,71335142105,1
UOP,code,71335142106,1
UOP,code,71335142107,1
UOP,code,71335142108,1
UOP,code,71335142109,1
UOP,code,71335142201,1
UOP,code,71335142202,1
UOP,code,71335142203,1
UOP,code,71335142204,1
UOP,code,71335142205,1
UOP,code,71335142206,1
UOP,code,71930002243,1
UOP,code,71930002330,1
UOP,code,72189009430,1
UOP,code,72189009460,1
UOP,code,72189009490,1
UOP,code,72189009530,1
UOP,code,72189009560,1
UOP,code,72189009590,1
UOP,code,72865012801,1
UOP,code,72865012805,1
UOP,code,72865012901,1
UOP,code,72865012905,1
UOP,code,977874,1
UOP,code,977876,1
UOP,code,977894,1
UOP,code,977896,1
UOP,code,977902,1
UOP,code,977904,1
UOP,code,977909,1
UOP,code,977911,1
UOP,code,977915,1
UOP,code,977917,1
UOP,code,977923,1
UOP,code,977925,1
UOP,code,977929,1
UOP,code,977931,1
UOP,code,977942,1
UOP,code,977943,1
UOP,code,977939,1
UOP,code,977940,1
UOP,code,00054028325,1
UOP,code,00054028425,1
UOP,code,00093586101,1
UOP,code,00093586201,1
UOP,code,00115123101,1
UOP,code,00115123103,1
UOP,code,00115123108,1
UOP,code,00115123113,1
UOP,code,00115123201,1
UOP,code,00115123203,1
UOP,code,00115123208,1
UOP,code,00115123213,1
UOP,code,00115123301,1
UOP,code,00115123303,1
UOP,code,00115123308,1
UOP,code,00115123313,1
UOP,code,00115123401,1
UOP,code,00115123403,1
UOP,code,00115123408,1
UOP,code,00115123413,1
UOP,code,00115131501,1
UOP,code,00115131503,1
UOP,code,00115131508,1
UOP,code,00115131513,1
UOP,code,00115131601,1
UOP,code,00115131603,1
UOP,code,00115131608,1
UOP,code,00115131613,1
UOP,code,00115131701,1
UOP,code,00115131703,1
UOP,code,00115131708,1
UOP,code,00115131713,1
UOP,code,00406100901,1
UOP,code,00406101001,1
UOP,code,10702007001,1
UOP,code,10702007006,1
UOP,code,10702007101,1
UOP,code,10702007106,1
UOP,code,13107010301,1
UOP,code,13107010330,1
UOP,code,13107010399,1
UOP,code,13107010401,1
UOP,code,13107010430,1
UOP,code,13107010499,1
UOP,code,31722092901,1
UOP,code,31722093001,1
UOP,code,35356049930,1
UOP,code,35356082030,1
UOP,code,35356082060,1
UOP,code,35356082090,1
UOP,code,35356082530,1
UOP,code,35356082560,1
UOP,code,35356084830,1
UOP,code,35356084860,1
UOP,code,35356084930,1
UOP,code,35356084960,1
UOP,code,35356084990,1
UOP,code,35356096730,1
UOP,code,35356096801,1
UOP,code,35356096830,1
UOP,code,35356096860,1
UOP,code,42806033001,1
UOP,code,42806033101,1
UOP,code,55700038130,1
UOP,code,55700038730,1
UOP,code,55700078860,1
UOP,code,60687014811,1
UOP,code,60687014821,1
UOP,code,60951079470,1
UOP,code,60951079570,1
UOP,code,63304021805,1
UOP,code,63304021830,1
UOP,code,63304021905,1
UOP,code,63304021930,1
UOP,code,63304022005,1
UOP,code,63304022030,1
UOP,code,63304022105,1
UOP,code,63304022130,1
UOP,code,63304022205,1
UOP,code,63304022230,1
UOP,code,63304022305,1
UOP,code,63304022330,1
UOP,code,63304022405,1
UOP,code,63304022430,1
UOP,code,63481061270,1
UOP,code,63481061370,1
UOP,code,63481081260,1
UOP,code,63481081360,1
UOP,code,63481081460,1
UOP,code,63481081560,1
UOP,code,63481081660,1
UOP,code,63481081760,1
UOP,code,63481081860,1
UOP,code,63629192501,1
UOP,code,63629192601,1
UOP,code,63629417401,1
UOP,code,63629417402,1
UOP,code,63629417403,1
UOP,code,63629417404,1
UOP,code,63629417701,1
UOP,code,63629417702,1
UOP,code,64720025810,1
UOP,code,64720025910,1
UOP,code,64896069501,1
UOP,code,64896069503,1
UOP,code,64896069508,1
UOP,code,64896069513,1
UOP,code,64896069601,1
UOP,code,64896069603,1
UOP,code,64896069608,1
UOP,code,64896069613,1
UOP,code,64896069701,1
UOP,code,64896069703,1
UOP,code,64896069708,1
UOP,code,64896069713,1
UOP,code,64896069801,1
UOP,code,64896069803,1
UOP,code,64896069808,1
UOP,code,64896069813,1
UOP,code,64896069901,1
UOP,code,64896069903,1
UOP,code,64896069908,1
UOP,code,64896069913,1
UOP,code,64896070001,1
UOP,code,64896070003,1
UOP,code,64896070008,1
UOP,code,64896070013,1
UOP,code,64896070101,1
UOP,code,64896070103,1
UOP,code,64896070108,1
UOP,code,64896070113,1
UOP,code,72865013001,1
UOP,code,72865013101,1
UOP,code,1148797,1
UOP,code,1149367,1
UOP,code,1148800,1
UOP,code,1149370,1
UOP,code,1148803,1
UOP,code,1149373,1
UOP,code,1148807,1
UOP,code,1149376,1
UOP,code,1148809,1
UOP,code,1149378,1
UOP,code,825409,1
UOP,code,854140,1
UOP,code,825411,1
UOP,code,854142,1
UOP,code,825413,1
UOP,code,854144,1
UOP,code,24510005001,1
UOP,code,24510005010,1
UOP,code,24510005801,1
UOP,code,24510005860,1
UOP,code,24510007501,1
UOP,code,24510007510,1
UOP,code,24510010001,1
UOP,code,24510010010,1
UOP,code,24510011601,1
UOP,code,24510011660,1
UOP,code,24510017401,1
UOP,code,24510017460,1
UOP,code,24510023201,1
UOP,code,24510023260,1
UOP,code,24510029101,1
UOP,code,24510029160,1
UOP,code,35356052530,1
UOP,code,35356061130,1
UOP,code,35356061160,1
UOP,code,50458082004,1
UOP,code,50458083004,1
UOP,code,50458084002,1
UOP,code,50458084004,1
UOP,code,50458086001,1
UOP,code,50458086002,1
UOP,code,50458086101,1
UOP,code,50458086102,1
UOP,code,50458086201,1
UOP,code,50458086202,1
UOP,code,50458086301,1
UOP,code,50458086302,1
UOP,code,50458086401,1
UOP,code,50458086402,1
UOP,code,55700055560,1
UOP,code,55700056560,1
UOP,code,55700060630,1
UOP,code,55700079230,1
UOP,code,55700079660,1
UOP,code,55700079760,1
UOP,code,63629461101,1
UOP,code,63629461102,1
UOP,code,63629461103,1
UOP,code,68071083291,1
UOP,code,68071083391,1
UOP,code,69865021001,1
UOP,code,69865021002,1
UOP,code,69865022001,1
UOP,code,69865022002,1
UOP,code,69865023001,1
UOP,code,69865023002,1
UOP,code,69865024001,1
UOP,code,69865024002,1
UOP,code,69865024501,1
UOP,code,69865024502,1
UOP,code,69865025001,1
UOP,code,69865025002,1
UOP,code,69865026001,1
UOP,code,69865026002,1
UOP,code,69865026501,1
UOP,code,69865026502,1
UOP,code,1148478,1
UOP,code,1148482,1
UOP,code,833709,1
UOP,code,845314,1
UOP,code,1248115,1
UOP,code,1148485,1
UOP,code,1148487,1
UOP,code,833711,1
UOP,code,845315,1
UOP,code,1148489,1
UOP,code,1148491,1
UOP,code,833713,1
UOP,code,845316,1
UOP,code,1946529,1
UOP,code,833710,1
UOP,code,1946527,1
UOP,code,833712,1
UOP,code,1946525,1
UOP,code,833714,1
UOP,code,2179635,1
UOP,code,2395808,1
UOP,code,2395814,1
UOP,code,835603,1
UOP,code,835605,1
UOP,code,00093005801,1
UOP,code,00093005805,1
UOP,code,00185031101,1
UOP,code,00185031110,1
UOP,code,00378415101,1
UOP,code,00378415105,1
UOP,code,00378415293,1
UOP,code,00378415393,1
UOP,code,00378415493,1
UOP,code,00440857100,1
UOP,code,00440857105,1
UOP,code,00440857118,1
UOP,code,00440857120,1
UOP,code,00440857130,1
UOP,code,00440857140,1
UOP,code,00440857160,1
UOP,code,00440857181,1
UOP,code,00440857185,1
UOP,code,00440857190,1
UOP,code,00440857191,1
UOP,code,00615781039,1
UOP,code,00615800539,1
UOP,code,00904636561,1
UOP,code,10135051901,1
UOP,code,10135051905,1
UOP,code,10135051910,1
UOP,code,10147090103,1
UOP,code,10147090203,1
UOP,code,10147090303,1
UOP,code,10370022111,1
UOP,code,10370022211,1
UOP,code,10370022311,1
UOP,code,10544000930,1
UOP,code,10544000960,1
UOP,code,10544053106,1
UOP,code,10544053110,1
